0	0.0	0	0.0	0.0
0.01	3.3416833611354946e-07	3.3416875e-07	4.1388645054127454e-13	4.140014438718366e-13
0.02	2.680053511561198e-06	2.680054326771529e-06	8.152103310839686e-13	3.9722787821275365e-13
0.03	9.06790703369964e-06	9.06790823721466e-06	1.2035150199834425e-12	3.8028573345894044e-13
0.04	2.154838477652632e-05	2.1548386355095002e-05	1.5785686831044227e-12	3.6317331881969653e-13
0.05	4.2192752048197946e-05	4.2192753988339935e-05	1.940141989664572e-12	3.4588892803185296e-13
0.060000000000000005	7.309309071912296e-05	7.30930930072954e-05	2.2881724455730418e-12	3.2843081552991206e-13
0.07	0.00011636250843327645	0.00011636251105465634	2.621379892667197e-12	3.1079723574837606e-13
0.08	0.00017413534991739255	0.00017413535285799186	2.9405993156976507e-12	2.9298643950774007e-13
0.09	0.0002485674104208968	0.0002485674136659966	3.2450997726647668e-12	2.7499669208452813e-13
0.09999999999999999	0.0003418361512954604	0.0003418361548298119	3.5343514681769606e-12	2.5682604191482975e-13
0.10999999999999999	0.0004561409177425979	0.0004561409215509757	3.808377766791049e-12	2.384728988354586e-13
0.11999999999999998	0.0005937031587515129	0.0005937031628177752	4.066262300830847e-12	2.199351811782435e-13
0.12999999999999998	0.0007567666492436231	0.0007567666535519973	4.308374186925978e-12	2.0121126986794024e-13
0.13999999999999999	0.0009475977144548509	0.0009475977189882899	4.5334390538429026e-12	1.8229908323637762e-13
0.15	0.0011684854565663372	0.0011684854613085744	4.742237201885158e-12	1.6319677091184795e-13
0.16	0.0014217419836204392	0.0014217419885541715	4.933732242196065e-12	1.4390294511557044e-13
0.17	0.0017097026407308924	0.0017097026458385315	5.107639138024478e-12	1.244143676970566e-13
0.18000000000000002	0.002034726243620444	0.0020347262488836925	5.2632486043091564e-12	1.047305760633795e-13
0.19000000000000003	0.0023991953145028333	0.0023991953199038176	5.400984347259108e-12	8.484879465697759e-14
0.20000000000000004	0.0028055163203397626	0.0028055163258594025	5.5196398666967905e-12	6.476717310614314e-14
0.21000000000000005	0.0032561199134866214	0.003256119919105976	5.619354374181151e-12	4.448386103916846e-14
0.22000000000000006	0.0037534611747620517	0.0037534611804613607	5.699309080231529e-12	2.3996082898491976e-14
0.23000000000000007	0.004300019858955562	0.004300019864715803	5.760241242325215e-12	3.3029134982598407e-15
0.24000000000000007	0.004898300642809161	0.004898300648609516	5.8003549879837024e-12	1.759703494030873e-14
0.25000000000000006	0.005550833375483233	0.0055508333813024426	5.819209697444094e-12	3.870792575355608e-14
0.26000000000000006	0.006260173331543495	0.006260173337361277	5.8177820200233654e-12	6.003160931318993e-14
0.2700000000000001	0.007028901466494819	0.007028901472289053	5.794234016198718e-12	8.156993599091796e-14
0.2800000000000001	0.007859624674873888	0.007859624680622845	5.748956866113986e-12	1.033247561584479e-13
0.2900000000000001	0.008754976050944219	0.008754976056625396	5.68117775046062e-12	1.2529606981577974e-13
0.3000000000000001	0.009717615152005976	0.009717615157596731	5.590755289275329e-12	1.4749127844974434e-13
0.3100000000000001	0.010750228264355677	0.010750228269832112	5.476435277484981e-12	1.6990668131692623e-13
0.3200000000000001	0.011855528671913973	0.011855528677252898	5.338925482267776e-12	1.925496799041563e-13
0.3300000000000001	0.013036256927560608	0.013036256932737206	5.176598733003246e-12	2.1542027421143453e-13
0.34000000000000014	0.01429518112718764	0.014295181132177478	4.989838403579583e-12	2.385184642387609e-13
0.35000000000000014	0.015635097186514457	0.01563509719129238	4.777921114307304e-12	2.6184610035784317e-13
0.36000000000000015	0.01705882912068102	0.01705882912522069	4.5396707226696975e-12	2.8541613517063526e-13
0.37000000000000016	0.01856922932664906	0.01856922933092519	4.276128062752349e-12	3.092193168185986e-13
0.38000000000000017	0.020169178868449045	0.020169178872434725	3.9856798417226e-12	3.3325934604514863e-13
0.3900000000000002	0.02186158776528524	0.021861587768952997	3.667757070280331e-12	3.5754362433711625e-13
0.4000000000000002	0.02364939528254073	0.02364939528586293	3.322200153865751e-12	3.820721516945014e-13
0.4100000000000002	0.025535570225707183	0.02553557022865565	2.9484678587543556e-12	4.0684862886071944e-13
0.4200000000000002	0.027523111237267806	0.027523111239813502	2.5456962926551086e-12	4.3186935509235507e-13
0.4300000000000002	0.02961504709656282	0.029615047098676798	2.1139791306357125e-12	4.571454326196545e-13
0.4400000000000002	0.03181443702267206	0.03181443702432429	1.652226966353254e-12	4.826731606992022e-13
0.45000000000000023	0.03412437098033738	0.0341243709814976	1.1602177552028081e-12	5.084599408178292e-13
0.46000000000000024	0.036547969988963924	0.036547969989600304	6.363798377151397e-13	5.344983714887045e-13
0.47000000000000025	0.03908838643472068	0.03908838643480244	8.176098686973887e-14	5.608106571723207e-13
0.48000000000000026	0.041748804385786986	0.04174880438528177	5.052139262495814e-13	5.873819948950162e-13
0.49000000000000027	0.04453243991075784	0.04453243990963326	1.1245795961123406e-12	6.142123846567907e-13
0.5000000000000002	0.04744254140025639	0.047442541398478574	1.777814007120071e-12	6.41331432404968e-13
0.5100000000000002	0.05048238989177278	0.050482389889307915	2.464868587015445e-12	6.687021307053934e-13
0.5200000000000002	0.05365529939777325	0.053655299394586436	3.186811925459665e-12	6.963614869922215e-13
0.5300000000000002	0.05696461723710122	0.05696461723315831	3.94291543859282e-12	7.242946982917905e-13
0.5400000000000003	0.06041372436971715	0.060413724364981346	4.735802028310587e-12	7.525091660909311e-13
0.5500000000000003	0.06400603573479069	0.06400603572922586	5.564826377479903e-12	7.809900874159817e-13
